id,user_id,receipt_id,store_name,item_name,item_price,quantity,unit_price,category,date,created_at,health_score
1fda200c-7002-478f-a6f7-0a5c6a5fb958,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,WITTE WIJN CHARDONNAY,5.99,1,5.99,ALCOHOL,2025-01-01,2025-01-01 20:24:00.000000 +00:00,1
866968a6-8017-4321-a08e-194972748838,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,WHISKY JACK DANIELS 70CL,24.99,1,24.99,ALCOHOL,2025-01-01,2025-01-01 20:24:00.000000 +00:00,0
612dec9c-3c00-4cb7-b631-24282597cd8b,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,ROLLING TOBACCO DRUM 50G,12.5,1,12.5,TOBACCO,2025-01-01,2025-01-01 20:24:00.000000 +00:00,0
6f3b1347-a26d-43fb-b345-4c10f13b8d0f,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,CHOCOLATE COTE D'OR,2.99,1,2.99,SNACKS_SWEETS,2025-01-01,2025-01-01 20:24:00.000000 +00:00,1
209f965f-20fe-4930-9a0c-c050d4ae03e1,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,COCA COLA 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2025-01-01,2025-01-01 20:24:00.000000 +00:00,1
50a4950e-fa89-4da7-ab70-b04f1ca1d232,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,TANDPASTA,2.49,1,2.49,PERSONAL_CARE,2025-01-01,2025-01-01 20:24:00.000000 +00:00,0
0de803ae-fc45-4178-9cbc-c442b05e22c9,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,SOEP TOMATEN,2.49,1,2.49,READY_MEALS,2025-01-01,2025-01-01 20:24:00.000000 +00:00,3
b1cec60b-4cbf-46fc-801b-f3aa70f1ebc8,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,BAGUETTE,1.19,1,1.19,BAKERY,2025-01-01,2025-01-01 20:24:00.000000 +00:00,3
59035242-b4a5-4195-9843-254432f7ee78,66dd1d99-4282-434c-8228-ee5b99623aae,afa0fb85-b22b-4cee-9d92-71ab818c0e61,aldi,CHOCOLATE COTE D'OR,2.99,1,2.99,SNACKS_SWEETS,2025-01-01,2025-01-01 20:24:00.000000 +00:00,1
b0258a54-17cc-4820-b45f-5e4b5aef1cf0,66dd1d99-4282-434c-8228-ee5b99623aae,dd28a640-d831-40c9-8ec7-cd6dac4bb43c,carrefour,JUPILER BAK 24X25CL,14.99,1,14.99,ALCOHOL,2025-01-04,2025-01-04 11:50:00.000000 +00:00,0
8c4fd9e6-525d-47bb-8ed4-20098e8374cb,66dd1d99-4282-434c-8228-ee5b99623aae,dd28a640-d831-40c9-8ec7-cd6dac4bb43c,carrefour,L&M RED,7.9,1,7.9,TOBACCO,2025-01-04,2025-01-04 11:50:00.000000 +00:00,0
