id,user_id,receipt_id,store_name,item_name,item_price,quantity,unit_price,category,date,created_at,health_score
71a4d661-0763-4ccd-bc55-4b1c521adece,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,WHISKY JACK DANIELS 70CL,24.99,1,24.99,ALCOHOL,2025-01-02,2025-01-02 13:28:00.000000 +00:00,0
b2452d43-8b96-400d-9d7a-a39d383a1530,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,RODE WIJN BORDEAUX,6.99,1,6.99,ALCOHOL,2025-01-02,2025-01-02 13:28:00.000000 +00:00,1
d3aed356-ac20-452d-9f32-a2c93b7c9c26,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,CAMEL BLUE,8.2,1,8.2,TOBACCO,2025-01-02,2025-01-02 13:28:00.000000 +00:00,0
489221cb-6d84-4b7e-ae95-b5210f41264c,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,CAMEL BLUE,8.2,1,8.2,TOBACCO,2025-01-02,2025-01-02 13:28:00.000000 +00:00,0
ac0dd895-cca4-4cf9-a131-760361b88c26,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,FANTA ORANGE 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2025-01-02,2025-01-02 13:28:00.000000 +00:00,1
df9fa790-9125-48a8-9235-1b807346bc27,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,ERWTJES DIEPVRIES,1.99,1,1.99,FROZEN,2025-01-02,2025-01-02 13:28:00.000000 +00:00,4
8ee1ab6c-54c6-4e8a-9257-72a579dccc3c,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,CROISSANTS 4ST,3.49,1,3.49,BAKERY,2025-01-02,2025-01-02 13:28:00.000000 +00:00,2
71d16e6f-cfec-4df4-8a13-7435f37852d3,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,VUILNISZAKKEN,3.49,1,3.49,HOUSEHOLD,2025-01-02,2025-01-02 13:28:00.000000 +00:00,0
3cecebf3-7920-4dde-a1e4-cc7139291eb7,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,VUILNISZAKKEN,3.49,1,3.49,HOUSEHOLD,2025-01-02,2025-01-02 13:28:00.000000 +00:00,0
9f9676ec-c712-48c9-b8bd-4c9fa396d137,66dd1d99-4282-434c-8228-ee5b99623aae,9d631ba6-0301-4f67-9a95-135501db32e2,SPAR,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2025-01-02,2025-01-02 13:28:00.000000 +00:00,1
